gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,39,1,0,120.0,4552.5,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,22,0,1,46.62,1044.94,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,55,1,0,117.09,6467.13,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False
1,0,0,1,5,1,1,62.92,394.69,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,1,0,49,1,0,18.0,842.58,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
1,1,1,0,36,1,1,79.25,2809.49,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,1,63,1,0,74.2,4540.6,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,53,1,0,33.22,1745.98,0,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0,0,0,1,71,1,0,37.09,2678.45,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,48,1,1,64.02,3042.37,0,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,1,0,10,1,1,75.25,859.67,1,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
1,0,1,0,48,1,0,18.0,851.17,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,0,0,20,1,0,96.35,1934.35,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,65,1,0,49.93,3177.29,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,62,1,1,24.81,1552.58,1,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1,1,0,1,27,1,0,92.99,2411.76,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,1,0,16,1,1,64.05,1059.48,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
1,1,0,0,5,1,1,101.24,542.42,1,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
0,0,0,0,18,0,1,77.9,1470.16,1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,0,1,1,55,1,1,64.71,3508.05,0,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False
1,1,1,0,27,1,0,60.18,1916.69,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,1,0,65,1,0,79.24,5178.79,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
0,0,1,0,37,1,0,52.35,1959.06,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,36,1,0,39.18,1367.22,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False
0,0,0,0,67,0,1,83.06,5445.42,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
0,1,1,0,48,1,0,60.43,2917.99,1,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,0,1,42,1,1,65.77,2754.72,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
0,0,0,1,35,1,0,97.44,3382.07,0,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,0,1,57,1,0,61.34,3534.58,0,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,12,1,0,65.21,780.27,1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
0,0,1,0,51,1,1,46.77,2319.31,1,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False
0,0,0,0,57,1,0,77.68,4331.19,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,0,0,1,31,1,1,75.25,2276.3,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1,0,59,1,1,91.78,5534.67,1,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False
0,0,1,0,57,1,0,47.39,2737.37,1,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
0,1,0,0,55,1,1,51.03,2816.08,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,1,0,27,1,0,88.52,2380.96,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0,1,1,72.33,0.0,1,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
1,0,1,0,41,1,1,37.57,1598.73,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
0,0,1,1,47,1,0,103.96,4861.59,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False
0,0,0,0,39,0,1,18.0,730.85,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,0,1,62,1,1,88.29,5456.56,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,1,71,1,1,26.8,1999.81,0,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,0,1,1,3,1,1,120.0,397.11,1,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1,0,1,0,37,1,0,18.42,743.82,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,1,0,0,26,1,1,99.33,2553.36,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,1,0,8,1,0,62.31,551.39,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0,1,1,15,1,0,53.76,790.77,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1,1,0,0,55,1,1,70.32,3873.1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,1,0,30,1,0,83.72,2593.35,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0,13,1,0,37.63,437.05,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,1,0,24,0,1,40.29,977.12,0,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False
0,0,1,1,33,1,1,84.25,2802.15,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,66,1,1,18.0,1214.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,23,1,0,47.23,1063.75,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,0,1,72,1,0,120.0,8744.31,1,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,25,0,1,35.72,828.25,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,19,1,0,99.19,1957.55,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,1,1,0,63,1,0,47.18,3033.09,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,0,1,9,1,0,80.03,815.31,0,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
1,0,1,1,66,1,0,84.39,5490.33,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0,0,1,23,1,1,98.63,2225.05,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
1,0,1,0,4,1,0,58.75,309.6,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
1,0,0,0,66,1,0,120.0,7826.15,0,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
1,0,1,1,57,1,0,47.08,2603.24,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,1,0,26,1,1,71.79,1842.12,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
0,0,0,0,14,1,1,72.12,1019.28,1,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,1,1,34,1,1,31.1,1137.01,0,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1,0,1,0,52,1,1,56.18,2912.1,0,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False
1,0,1,0,43,1,0,69.61,2962.82,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,1,1,25,1,1,51.8,1310.57,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
0,1,0,1,46,1,0,120.0,5543.48,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
0,0,0,0,33,1,0,39.6,1328.86,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,49,1,0,100.14,4897.96,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
1,0,0,0,11,1,1,90.45,897.2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,3,1,0,64.34,147.14,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True
1,0,0,1,47,1,0,38.8,1894.61,1,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,0,1,1,54,1,0,41.71,2261.69,1,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
1,0,1,0,0,1,1,49.22,0.0,0,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True
0,0,0,1,65,1,1,18.0,1225.91,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0,0,1,1,29,1,1,34.66,948.63,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,2,1,1,20.29,29.31,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0,1,0,20,1,1,105.14,2109.69,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
1,0,0,0,48,1,1,83.31,3976.81,1,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
0,0,0,0,61,1,0,88.34,5393.78,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,37,1,1,82.42,3040.16,0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,14,1,1,69.77,906.81,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,1,51,1,0,108.58,5546.65,0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1,0,1,0,45,1,1,46.44,2023.38,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,0,0,24,1,0,67.96,1639.32,1,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False
1,0,1,0,20,1,1,87.17,1812.11,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,4,1,1,25.12,86.43,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,69,1,1,120.0,8221.43,0,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
0,0,0,1,46,0,0,65.62,3012.17,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,1,0,67,1,1,69.02,4582.74,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,1,1,0,17,1,0,102.47,1771.72,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,1,20,1,1,92.21,1836.8,1,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
1,0,1,0,22,1,1,65.9,1535.29,1,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
1,0,1,0,63,0,0,68.66,4383.73,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
0,1,1,1,66,1,1,19.64,1288.59,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,39,1,0,48.07,1910.51,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,0,9,1,1,80.28,702.86,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,1,0,51,1,1,78.08,3983.78,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
0,0,1,0,71,1,0,101.39,7180.62,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
0,0,1,0,60,1,0,61.14,3706.72,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0,0,0,63,0,1,23.14,1529.47,0,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
0,1,0,0,4,1,0,96.46,425.77,1,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1,52,1,1,107.84,5653.78,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,54,1,0,91.71,4998.49,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0,1,0,36,1,0,59.85,2182.16,0,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False
0,1,0,1,55,1,1,96.09,5227.99,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,0,0,0,58,1,1,120.0,7045.05,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0,1,0,68,1,1,68.21,4728.5,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False
1,1,1,1,72,1,1,25.41,1817.83,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,1,1,0,58,1,1,47.17,2717.33,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,1,0,0,83.52,114.14,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,64,1,0,18.0,1179.54,0,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
1,0,0,1,59,1,1,69.84,4110.46,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,0,0,1,50,1,1,76.17,3746.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,1,0,29,1,1,110.81,3228.78,1,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,1,0,10,1,0,104.07,1068.27,1,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,38,1,1,90.7,3482.89,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,71,1,1,18.0,1295.46,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
0,0,0,1,62,1,1,92.39,5714.62,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,63,1,1,85.93,5463.29,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,60,1,1,72.44,4349.69,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,1,0,53,1,1,18.0,930.75,0,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1,0,0,1,72,1,1,41.46,2976.09,1,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,57,1,1,29.76,1609.02,0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
0,0,1,1,55,1,1,18.0,980.89,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,33,1,1,64.67,2168.53,0,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1,0,0,0,30,1,1,40.83,1241.89,0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,51,1,0,120.0,6196.03,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,1,0,0,0,59.7,0.0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,54,1,1,103.57,5617.15,0,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,0,21,0,1,18.0,417.64,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,1,1,0,39,1,0,48.86,2022.68,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,0,1,1,67.67,7.24,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False
0,0,0,0,64,1,1,37.52,2349.07,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0,62,1,1,52.09,3271.98,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0,1,0,53,1,0,58.22,3178.95,0,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0,0,1,0,41,1,0,57.74,2351.21,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1,0,1,0,20,0,1,120.0,2442.05,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True
0,1,0,0,21,1,1,76.11,1659.75,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1,0,0,0,37,1,0,79.15,2979.4,1,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0,1,0,7,1,0,80.95,572.93,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,61,1,0,83.14,5036.62,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1,46,1,1,62.27,2860.36,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,0,0,0,16,1,1,55.14,905.17,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0,0,16,0,0,69.76,1161.57,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
0,0,1,0,12,1,1,99.46,1210.22,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
1,0,0,1,16,1,1,98.55,1557.8,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,1,37,1,1,57.55,2157.12,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,1,0,0,44,1,0,87.8,3906.2,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,5,1,0,58.92,313.58,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,1,0,34,1,1,65.78,2194.71,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0,0,1,13,1,0,50.55,648.08,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0,1,1,71,1,0,59.31,4258.4,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,1,60,1,0,105.0,6230.85,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1,0,0,1,14,0,1,67.53,840.76,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
0,0,0,0,53,1,1,68.82,3722.86,0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1,0,0,1,26,1,1,21.34,580.41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,1,0,12,1,1,55.48,696.1,1,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False
0,0,0,0,30,1,1,57.52,1671.76,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1,0,0,0,34,1,1,39.89,1393.14,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,59,1,0,65.41,3872.95,0,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
0,0,1,0,5,1,1,51.88,180.18,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,0,68,1,1,67.16,4638.09,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
1,1,1,1,57,1,1,68.41,3907.3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,48,1,1,36.09,1712.52,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0,22,1,1,52.8,1142.7,1,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0,1,0,33,1,0,67.08,2112.88,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
0,0,0,0,25,1,1,100.29,2536.92,0,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
0,0,0,0,46,1,0,72.46,3346.25,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,0,0,0,4,1,0,44.9,169.9,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0,19,0,1,76.73,1521.79,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,5,1,1,115.99,510.76,1,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,1,69,0,0,92.26,6336.1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,58,1,1,81.19,4666.52,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,63,1,1,86.53,5437.45,0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,0,17,1,0,107.96,1838.69,0,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,0,3,0,1,97.03,312.59,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,16,1,1,81.76,1290.81,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,13,1,0,96.82,1214.79,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
1,0,1,1,12,1,1,32.31,472.02,0,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
0,0,1,0,6,1,1,19.69,238.72,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,43,1,0,69.47,2994.37,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,1,0,14,1,0,66.82,897.64,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,0,0,18,1,1,48.44,945.69,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,62,1,1,89.54,5479.14,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,1,0,34,1,0,18.0,595.26,0,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False
1,1,1,0,34,1,0,48.72,1621.67,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,18,1,1,50.21,845.8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,19,1,1,18.0,328.0,0,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False
1,0,0,1,34,1,1,109.6,3683.19,1,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0,31,1,0,23.98,744.01,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,47,1,0,47.11,2215.53,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
0,1,1,1,43,1,0,92.0,3924.93,0,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0,23,1,0,84.14,1916.69,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0,0,1,60,1,1,31.51,1879.06,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,1,16,1,1,85.23,1404.17,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,70,1,0,73.45,5134.08,0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
1,0,0,1,49,1,0,120.0,5921.24,0,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
1,0,1,0,64,0,1,76.88,4949.61,0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
0,0,0,0,31,1,1,60.52,1904.7,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
